ID,Title,Author,ISBN13,Publication,Published_Date,Ratings,Genres,Reviews,Average_Rating,Language
1180,Book of a Thousand Days,Shannon Hale,9781599900513, Bloomsbury Children’s Books,2009,"41,034","Fantasy, Young Adult, Fantasy, Fairy Tales, Romance, Fiction, Historical Fiction, Retellings, Young Adult, Teen, Adventure, Young Adult, Young Adult Fantasy","5,566",3.95,English
1181,Princess Academy (Princess Academy Series #1),Shannon Hale,9781619636132,Bloomsbury USA,2015,"85,297","Fantasy, Young Adult, Fiction, Childrens, Middle Grade, Childrens","7,626",4.01,English
1182,The Assassin's Blade: The Throne of Glass Novellas,Sarah J. Maas,9781619635173,Bloomsbury USA,2015,"281,087","Fantasy, Young Adult, Romance","26,164",4.24,English
1183,"Locke and Key, Volume 1: Welcome to Lovecraft",Joe Hill,9781600103841,IDW Publishing,2009,"46,245","Sequential Art, Graphic Novels, Sequential Art, Comics, Horror, Fantasy, Fiction, Graphic Novels Comics, Comics, Comic Book, Fantasy, Paranormal, Fantasy, Supernatural, Mystery","2,971",4.18,English
1184,End the Fed,Ron Paul,9781600248665, Grand Central Publishing,2010,"4,507","Economics, Politics, Nonfiction, History, Business",377,4.05,English
1185,Who Says You Can'T Go Home?,Jaimie Hope,9781606721100,Publish America,2008,16,Romance,6,4.63,English
1186,Optimal Edge,Eugene Nwosu,9781606934883," Strategic Book Publishing & Rights Agency, LLC",2008,2,,2,4.5,English
1187,The Manufactured Identity,Heath Sommer,9781606965504, Tate Publishing & Enterprises,2009,393,"Mystery, Psychology, Fiction, Suspense, Thriller, Mystery Thriller",110,3.52,English
1188,"Saga, Volume One",Brian K. Vaughan,9781607066019, Image Comics,2012,"111,205","Sequential Art, Graphic Novels, Sequential Art, Comics, Fantasy, Science Fiction, Fiction","7,656",4.27,English
1189,"Saga, Volume Three",Brian K. Vaughan,9781607069317, Image Comics,2012,"42,948","Sequential Art, Graphic Novels, Sequential Art, Comics, Fantasy, Science Fiction, Fiction, Graphic Novels Comics","3,158",4.56,English
1190,The Scar of David,Susan Abulhawa,9781608190461, Bloomsbury USA,2006,"12,004","Historical Fiction, Fiction","2,213",4.35,English
1191,Salvage the Bones,Jesmyn Ward,9781608195220, Bloomsbury USA,2012,"18,872","Fiction, Cultural, African American, Contemporary, Literary Fiction","2,885",3.79,English
1192,Salvage the Bones,Jesmyn Ward,9781608196265, Bloomsbury USA,2012,"18,870","Fiction, Cultural, African American, Contemporary, Literary Fiction","2,885",3.79,English
1193,Men Explain Things to Me,Rebecca Solnit,9781608463862, Haymarket Books,2015,"16,254","Nonfiction, Feminism, Writing, Essays, Womens","2,016",3.92,English
1194,L'amica geniale (My Brilliant Friend),Elena Ferrante,9788866320951,Edizioni e/o,2011,"69,451","Fiction, Historical Fiction, Cultural, Italy, European Literature, Italian Literature, Novels","8,496",3.88,English
1195,The Dervish House,Ian McDonald,9781616142049, Pyr,2010,"3,744","Science Fiction, Fiction, Science Fiction, Cyberpunk",429,3.84,English
1196,The Assassin's Blade: The Throne of Glass Novellas,Sarah J. Maas,9781619635173,Bloomsbury USA,2015,"281,145","Fantasy, Young Adult, Romance","26,171",4.24,English
1197,Crown of Midnight (Throne of Glass Series #2),Sarah J. Maas,9781619630642,Bloomsbury USA,2014,"158,458","Young Adult, Romance, Fantasy","17,448",4.5,English
1198,Crown of Midnight (Throne of Glass Series #2),Sarah J. Maas,9781619630642,Bloomsbury USA,2014,"158,519","Young Adult, Romance, Fantasy","17,458",4.5,English
1199,Heir of Fire (Throne of Glass Series #3),Sarah J. Maas,9781619630673,Bloomsbury USA,2015,"119,877","Fantasy, Young Adult, Fantasy, Magic","14,483",4.55,English
1200,Heir of Fire (Throne of Glass Series #3),Sarah J. Maas,9781619630673,Bloomsbury USA,2015,"119,925","Fantasy, Young Adult, Fantasy, Magic","14,484",4.55,English
1201,A Court of Mist and Fury (Court of Thorns and Roses Series #2),Sarah J. Maas,9781619634466,Bloomsbury USA,2016,"141,147","Fantasy, Young Adult, Romance, New Adult","20,175",4.3,English
1202,A Court of Thorns and Roses (Court of Thorns and Roses Series #1),Sarah J. Maas,9781619635180,Bloomsbury USA,2016,"141,147","Fantasy, Young Adult, Romance, New Adult","20,175",4.3,English
1203,Mom! What's That?,Atlas Jordan,9781620861431, Mascot Books,2012,28,Childrens,9,4.39,English
1204,Crooked Kingdom (Six of Crows Series #2),Leigh Bardugo,9781627792134,Henry Holt and Co. (BYR),2016,"31,253","Fantasy, Young Adult, Fantasy, Magic, Romance, Fiction, Young Adult, Young Adult Fantasy, Adventure, Glbt, Fantasy, High Fantasy, Audiobook","6,644",4.64,English
1205,"Saga, Volume Five",Brian K. Vaughan,9781632154385, Image Comics,2012,"24,814","Sequential Art, Graphic Novels, Fantasy, Sequential Art, Comics, Science Fiction","2,281",4.43,English
1206,The Narrow Road to the Deep North,Richard Flanagan,9781741666700, Vintage Australia,2015,"32,173","Fiction, Historical Fiction, War, Cultural, Australia, Historical","4,652",4.0,English
1207,Lonely Planet Discover London,Lonely Planet,9781742202594, Lonely Planet,2014,40,"Travel, Nonfiction, Reference",4,3.95,English
1208,South of Darkness,John Marsden,9781743531563, Pan Macmillan Australia,2015,461,"Historical Fiction, Historical, Fiction, Cultural, Australia",95,3.45,English
1209,Just One Damned Thing After Another: The Chronicles of St. Mary's Book One,Jodi Taylor,9781597808682,Night Shade Books,2016,"8,989","Science Fiction, Time Travel, Fantasy, Science Fiction, Fiction, Historical Fiction","1,380",3.96,English
1210,The Corrections,Jonathan Franzen,9781841156736, Fourth Estate Paperbacks,2002,"125,864","Fiction, Contemporary, Novels","7,980",3.77,English
1211,New Spring (Wheel of Time Series),Robert Jordan,9780765345455,Tom Doherty Associates,2005,"52,184","Fantasy, Fiction, Fantasy, Epic Fantasy","1,117",4.0,English
1212,Living Dead in Dallas (Sookie Stackhouse / Southern Vampire Series #2),Charlaine Harris,9780441009237,Penguin Publishing Group,2002,"205,232","Fantasy, Paranormal, Vampires, Fantasy, Paranormal, Fantasy, Urban Fantasy, Fiction, Romance, Mystery, Romance, Paranormal Romance, Fantasy, Supernatural, Adult","6,297",3.97,English
1213,Club Dead (Sookie Stackhouse / Southern Vampire Series #3),Charlaine Harris,9780441010516,Penguin Publishing Group,2003,"193,995","Fantasy, Paranormal, Vampires, Fantasy, Paranormal, Fantasy, Urban Fantasy, Fiction, Romance, Mystery","4,958",4.03,English
1214,The Magicians' Guild (Black Magician Trilogy #1),Trudi Canavan,9780060575281,HarperCollins Publishers,2004,"53,545","Fantasy, Fantasy, Magic, Young Adult, Fiction, Fantasy, High Fantasy","1,893",3.96,English
1215,The Novice (Black Magician Trilogy #2),Trudi Canavan,9780060575298,HarperCollins Publishers,2004,"36,127","Fantasy, Fantasy, Magic, Young Adult, Fiction, Fantasy, High Fantasy",968,4.07,English
1216,Priestess of the White (Age of the Five Trilogy #1),Trudi Canavan,9780060815707,HarperCollins Publishers,2005,"12,212","Fantasy, Fantasy, High Fantasy, Fiction, Fantasy, Magic",378,3.84,English
1217,Bone Crossed (Mercy Thompson Series #4),Patricia Briggs,9780441018369,Penguin Publishing Group,2010,"76,040","Fantasy, Urban Fantasy, Fantasy, Fantasy, Paranormal, Paranormal, Vampires, Shapeshifters, Werewolves, Romance, Romance, Paranormal Romance","2,246",4.34,English
1218,River Marked (Mercy Thompson Series #6),Patricia Briggs,9780441020003,Penguin Publishing Group,2012,"59,335","Fantasy, Urban Fantasy, Fantasy, Fantasy, Paranormal, Shapeshifters, Werewolves, Paranormal, Vampires, Romance","3,076",4.26,English
1219,Blackout (Newsflesh Series #3),Mira Grant,9780316081078,Orbit,2012,"15,898","Horror, Zombies, Horror, Science Fiction, Fiction, Science Fiction, Dystopia, Apocalyptic, Post Apocalyptic, Young Adult, Thriller, Fantasy, Audiobook","1,567",4.11,English
1220,The Secret River,Kate Grenville,9781841959146, Canongate U.S.,2007,"12,285","Historical Fiction, Fiction, Cultural, Australia, Historical","1,299",3.79,English
1221,Manituana,Wu  Ming,9781844676248, Verso,2010,748,"Fiction, Historical Fiction, European Literature, Italian Literature",81,3.77,English
1222,Doctor Who: Prisoner of the Daleks: The Monster Collection Edition,Trevor Baxendale,9781409070191,Ebury Publishing,2009,"1,466","Media Tie In, Doctor Who, Science Fiction, Fiction, Fantasy",127,4.09,English
1223,Why the West Rules – for Now. The Patterns of History and What They Reveal About the Future,Ian Morris,9781846681479, Profile Books,2011,"2,876","History, Nonfiction, Politics, Economics, History, World History, Sociology, Science, Culture, Society, Politics, Political Science, Anthropology",257,4.08,English
1224,Half Blood Blues,Esi Edugyan,9781846687754, Serpent's Tail,2012,"11,167","Fiction, Historical Fiction, Cultural, Canada, War, Historical","1,371",3.63,English
1225,We Are All Completely Beside Ourselves,Karen Joy Fowler,9781846689666, Serpent's Tail,2014,"71,929","Contemporary, Fiction, Literary Fiction, Adult Fiction","9,157",3.71,English
1226,The Sisters Brothers,Patrick deWitt,9781847083180, Granta Books (UK),2012,"56,587","Fiction, Historical Fiction, Western, Historical, Cultural, Canada","6,736",3.83,English
1227,Cleopatra's Daughter,Michelle Moran,9781847249548, Quercus,2010,"20,035","Historical Fiction, Fiction, Historical, Cultural, Egypt, Romance","2,062",4.11,English
1228,The Lost City of Z: A Tale of Deadly Obsession in the Amazon,David Grann,9781847394439, Pocket Books,2010,"44,088","Nonfiction, History, Adventure, Travel, Biography","4,085",3.86,English
1229,Little Hands Clapping,Dan Rhodes,9781847675293, Canongate UK,2012,"1,027","Fiction, Horror, Fantasy, Mystery",162,3.77,English
1230,Doctor Who: The Silent Stars Go By/Touched by an Angel (Barnes & Noble Collectible Editions),Dan Abnett,9781849909808,B B C Worldwide Americas,2015,"1,925","Media Tie In, Doctor Who, Science Fiction, Fiction",234,3.96,English
1231,Forbidden,Tabitha Suzuma,9781862308169, Definitions,2012,"40,830","Romance, Contemporary, Young Adult, Realistic Fiction","7,448",4.07,English
1232,Blankets,Craig Thompson,9781891830433, Top Shelf Productions,2015,"70,011","Sequential Art, Graphic Novels, Fiction, Graphic Novels Comics","4,746",4.06,English
1233,Grim Hill: The Secret Deepens,Linda DeMeulemeester,9781897073971, Lobster Press,2016,309,"Mystery, Fantasy, Childrens, Fantasy, Paranormal, Childrens, Middle Grade, Adventure",22,4.15,English
1234,Grim Hill: The Forgotten Secret,Linda DeMeulemeester,9781897550137, Lobster Press,2016,241,"Fantasy, Childrens, Middle Grade, Mystery, Childrens",11,4.25,English
1235,Two Caravans,Marina Lewycka,9781905490325, Fig Tree,2012,"4,990","Fiction, Contemporary, Humor, European Literature, British Literature",490,3.48,English
1236,The Gift of Rain: A Novel,Tan Twan Eng,9781602860742,Weinstein Publishing,2009,"7,631","Historical Fiction, Fiction, Cultural, Asia, War","1,182",4.2,English
1237,Le Rapport de Brodeck,Philippe Claudel,9781906694685, Maclehose,2007,"2,138","Cultural, France, War, Roman, European Literature, French Literature, War, World War II",280,4.04,English
1238,Under the Never Sky (Under the Never Sky Series #1),Veronica Rossi,9780062072047,HarperCollins Publishers,2012,"90,136","Young Adult, Science Fiction, Dystopia, Romance, Fantasy, Science Fiction","8,215",4.01,English
1239,Shantaram,Gregory David Roberts,9781920769208, Scribe,2005,"103,953","Fiction, Cultural, India, Travel, Adventure","9,819",4.26,English
1240,Stranger Things Happen,Kelly Link,9781931520003, Small Beer Press,2001,"4,299","Short Stories, Fantasy, Fiction, Horror, Magical Realism",559,3.84,English
1241,The Essential Rosa Luxemburg: Reform or Revolution and the Mass Strike,Rosa Luxemburg,9781931859363,Haymarket Books,2007,180,"Politics, Nonfiction, Philosophy, History, Economics, Writing, Essays",9,4.24,English
1242,"US ARMY'S FIRST, LAST, AND ONLY ALL-BLACK RANGERS, THE: The 2nd Ranger Infantry Company (Airborne) in the Korean War, 1950-1951",Edward L. Posey,9781932714456, Savas Beatie,2009,7,"War, Military, History",3,4.0,English
1243,Old Filth,Jane Gardam,9781933372136, Europa Editions,2006,"8,681","Fiction, Historical Fiction, European Literature, British Literature, Book Club, Literary Fiction","1,449",3.94,English
1244,L'élégance du hérisson,Muriel Barbery,9781933372600, Europa Editions,2015,"113,637","Audiobook, Fiction, Book Club","14,819",3.73,English
1245,"Debt - Updated and Expanded: The First 5,000 Years",David Graeber,9781612194196,Melville House Publishing,2014,"6,542","History, Nonfiction, Economics, Anthropology, Politics, Economics, Finance",895,4.17,English
1246,Christ Walks Where Evil Reigned: Responding to the Rwandan Genocide,Emmanuel M. Kolini,9780830856244,InterVarsity Press,2008,10,,1,3.8,English
1247,Tinkers,Paul Harding,9781934137192, Bellevue Literary Press,2009,"24,211","Fiction, Literature, Literary Fiction","4,207",3.37,English
1248,Melting Stones (Circle Reforged Series #2),Tamora Pierce,9780545052641,"Scholastic, Inc.",2008,"9,612","Fantasy, Young Adult, Fiction, Fantasy, Magic",386,3.82,English
1249,Zeitoun,Dave Eggers,9781934781630, McSweeney's,2010,"58,254","Nonfiction, Biography, History, Autobiography, Memoir","6,954",4.08,English
1250,Scars,Cheryl Rainfield,9781934813324, Westside Books,2011,"12,599","Young Adult, Sociology, Abuse, Mental Health, Mental Illness, Realistic Fiction, Fiction, Contemporary",990,4.17,English
1251,Gabriel's Rapture,Sylvain Reynard,9781936305551, Penguin Berkley,2012,"94,841","Romance, Romance, Contemporary Romance, Contemporary, Adult Fiction, Erotica, Adult, New Adult","3,396",4.22,English
1252,Gabriel's Inferno,Sylvain Reynard,9781936305629, Omnific Publishing,2012,"124,313","Romance, Romance, Contemporary Romance, Adult Fiction, Erotica, Contemporary, Adult, New Adult","7,037",4.02,English
1253,A Hologram for the King: A Novel,Dave Eggers,9780307947512,Knopf Doubleday Publishing Group,2013,"21,658","Fiction, Contemporary, Novels","2,684",3.3,English
1254,Witch Song,Amber Argyle,9781936850167, Starling Publishing,2011,"4,486","Fantasy, Young Adult, Paranormal, Witches, Fantasy, Paranormal, Fantasy, Magic, Romance",636,3.68,English
1255,If You Were Mine (Sullivans Series #5),Bella Andre,9780778315605,MIRA,2013,"10,719","Romance, Romance, Contemporary Romance, Contemporary, Fiction",399,4.26,English
1256,Dreamcatcher,Stephen King,9782226131904, Albin Michel,2001,"116,681","Horror, Fiction, Science Fiction","1,755",3.58,French
1257,HHhH,Laurent Binet,9782246760016, Grasset,2013,"11,137","Fiction, Historical Fiction, War, War, World War II, Historical","1,557",4.06,French
1258,Michel Houellebecq : Extension du domaine de la lutte - Les particules élémentaires - Plateforme (Coffret 3 volumes),Michel Houellebecq,9782277604778, J'ai Lu Librio Martinguale,2014,148,"Cultural, France, European Literature, French Literature, Nonfiction",10,3.91,French
1259,"Die Fließende Königin (Merle-Trilogie, #1)",Kai Meyer,9783453873957, Heyne,2005,"3,831","Fantasy, Young Adult, Fiction, Fantasy, Magic, European Literature, German Literature",289,3.82,German
1260,Alle sieben Wellen,Daniel Glattauer,9783552060937, Deuticke,2010,"7,237","Romance, Fiction, Contemporary, European Literature, German Literature, Womens Fiction, Chick Lit",628,3.81,German
1261,Five Point Someone: What Not to do at IIT / Edition 2,Chetan Bhagat,9788129135490,Rupa Publications Pvt. Ltd.,2014,"65,863","Fiction, Asian Literature, Indian Literature, Cultural, India, Humor, Novels, Contemporary, Romance, Young Adult, Drama, Humor, Comedy","1,710",3.43,English
1262,Narrenturm - Gottesstreiter - Lux perpetua: Romane,Andrzej Sapkowski,9783423432023,dtv Verlagsgesellschaft,2017,"4,761","Fantasy, European Literature, Polish Literature, Historical Fiction, Fiction, Historical",66,4.07,Polish
1263,Open: An Autobiography,Andre Agassi,9788806207267, Einaudi,2010,"49,579","Nonfiction, Autobiography, Memoir, Biography, Autobiography, Biography","4,556",4.16,Italian
1264,Oceano mare,Alessandro Baricco,9788817106108, Biblioteca Universale Rizzoli,2007,"8,851","Fiction, Contemporary, Cultural, Italy",545,4.14,Italian
1265,Wool Omnibus,Hugh Howey,9788845198656, Fabbri Editori,2013,"113,044","Science Fiction, Dystopia, Apocalyptic, Post Apocalyptic, Science Fiction, Fantasy","11,178",4.24,Italian
1266,Io uccido,Giorgio Faletti,9788884907912, Dalai,2015,"4,676","Thriller, Mystery, Crime, Mystery, Fiction, European Literature, Italian Literature",258,3.83,Italian
1267,The Secret of the Nagas: The Shiva Trilogy: Book 2,Amish Tripathi,9781623656805,Quercus,2015,"50,601","Fiction, Fantasy, Fantasy, Mythology, Asian Literature, Indian Literature, Historical Fiction","1,991",3.96,English
1268,Palette of Love,Ashok  Kallarakkal,9789383562152, Leadstart Publishing Pvt Ltd,2013,20,,7,4.05,English
