328,9780316204279,"Where'd You Go, Bernadette",Maria Semple," Little, Brown and Company","[u'August', u'14th', u'2012\n']",9780316204262,"Where'd You Go, Bernadette",Maria Semple,"Little, Brown and Company",2013
329,9780316206846,The Cuckoo's Calling,Robert Galbraith," Mulholland Books / Little, Brown and Company","[u'April', u'30th', u'2013\n']",9780316206853,The Cuckoo's Calling (Cormoran Strike Series #1),Robert Galbraith,"Little, Brown and Company",2014
330,9780316206877,The Silkworm,Robert Galbraith, Mulholland Books,"[u'June', u'24th', u'2014\n']",9780316206891,The Silkworm (Cormoran Strike Series #2),Robert Galbraith,"Little, Brown and Company",2015
331,9780316218955,Parasite,Mira Grant, Orbit,"[u'October', u'29th', u'2013\n']",9780316218924,Parasite (Parasitology Trilogy Series #1),Mira Grant,Orbit,2014
332,9780316228534,The Casual Vacancy,J.K. Rowling," Little, Brown and Company","[u'September', u'27th', u'2012\n']",9780316228589,The Casual Vacancy,J. K. Rowling,"Little, Brown and Company",2013
333,9780316230810,We Need New Names,NoViolet Bulawayo, Reagan Arthur Books,"[u'May', u'21st', u'2013\n']",9780594794806,We Need New Names,NoViolet Bulawayo,"Little, Brown and Company",2014
334,9780316243919,Burial Rites,Hannah Kent," Little, Brown and Company","[u'September', u'10th', u'2013\n']",9780316243926,Burial Rites,Hannah Kent,"Little, Brown and Company",2014
335,9780316246576,The Universe Versus Alex Woods,Gavin Extence, Redhook,"[u'June', u'25th', u'2013\n']",9780316246590,The Universe Versus Alex Woods,Gavin Extence,Orbit,2014
336,9780316322409,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,Malala Yousafzai," Little, Brown and Company","[u'October', u'8th', u'2013\n']",9780316322423,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,Malala Yousafzai,"Little, Brown and Company",2015
337,9780330412742,Cosmopolis,Don DeLillo, Picador,[u'2003\n'],9780743244251,Cosmopolis,Don DeLillo,Scribner,2004
338,9780330413350,Sons of Fortune,Jeffrey Archer, Pan,"[u'November', u'1st', u'2003\n']",9780312993535,Sons of Fortune,Jeffrey Archer,St. Martin's Press,2003
339,9780330449601,The Forgotten Garden,Kate Morton, Pan Books,"[u'June', u'1st', u'2008\n']",9781416550556,The Forgotten Garden,Kate Morton,Washington Square Press,2010
340,9780330490269,Dirt Music,Tim Winton, Picador,"[u'May', u'30th', u'2008\n']",9780743228480,Dirt Music,Tim Winton,Scribner,2003
341,9780330493413,Lucky Girls,Nell Freudenberger, Picador,"[u'April', u'1st', u'2005\n']",9780061124273,Lucky Girls,Nell Freudenberger,HarperCollins Publishers,2006
342,9780330493741,Kushiel's Dart,Jacqueline Carey, Tor Fantasy,"[u'September', u'5th', u'2003\n']",9780765379726,Kushiel's Dart,Jacqueline Carey,Tom Doherty Associates,2015
343,9780340682388,What I Loved,Siri Hustvedt, Sceptre (Hodder and Stoughton),[u'2003\n'],9780312421199,What I Loved,Siri Hustvedt,Picador,2004
344,9780340767511,The Blue Nowhere,Jeffery Deaver, Coronet Books (Hachette),"[u'May', u'9th', u'2001\n']",9780671042264,The Blue Nowhere,Jeffery Deaver,Pocket Books,2002
345,9780340936719,The Lovers,John Connolly, Hodder & Stoughton,"[u'January', u'21st', u'2010\n']",9781416569558,The Lovers (Charlie Parker Series #8),John Connolly,Pocket Star,2011
346,9780345457691,Altered Carbon,Richard K. Morgan, Del Rey Books,"[u'February', u'28th', u'2006\n']",9780345457684,Altered Carbon,Richard K. Morgan,Random House Publishing Group,2003
347,9780345472366,The Rebels of Ireland,Edward Rutherfurd, Ballantine Books,"[u'February', u'27th', u'2007\n']",9780345472366,The Rebels of Ireland,Edward Rutherfurd,Random House Publishing Group,2007
348,9780345475695,Angry Housewives Eating Bon Bons,Lorna Landvik, Fawcett Books,"[u'March', u'29th', u'2005\n']",9780345442826,Angry Housewives Eating Bon Bons,Lorna Landvik,Random House Publishing Group,2004
349,9780345476999,The Mephisto Club,Tess Gerritsen, Ballantine Books,"[u'September', u'12th', u'2006\n']",9780345495303,The Mephisto Club (Rizzoli and Isles Series #6),Tess Gerritsen,Random House Publishing Group,2006
350,9780345479723,Until I Find You,John Irving, Ballantine Books,"[u'May', u'30th', u'2006\n']",9780345479723,Until I Find You,John Irving,Random House Publishing Group,2006
351,9780345481283,His Majesty's Dragon,Naomi Novik, Del Rey,"[u'March', u'28th', u'2006\n']",9780345481283,His Majesty's Dragon (Temeraire Series #1),Naomi Novik,Random House Publishing Group,2006
352,9780345481993,G-Spot,Noire, One World/Ballantine,"[u'January', u'25th', u'2005\n']",9780345477217,G-Spot,Noire,Random House Publishing Group,2005
353,9780345485601,Daisy Fay and the Miracle Man,Fannie Flagg, Ballantine Books,"[u'September', u'13th', u'2005\n']",9780345485601,Daisy Fay and the Miracle Man,Fannie Flagg,Random House Publishing Group,2005
354,9780345490384,The Dante Club,Matthew Pearl, Ballantine Books,"[u'June', u'27th', u'2006\n']",9780812971040,The Dante Club,Matthew Pearl,Random House Publishing Group,2004
355,9780345494993,Loving Frank,Nancy Horan, Ballantine Books,"[u'August', u'7th', u'2007\n']",9780345495006,Loving Frank,Nancy Horan,Random House Publishing Group,2008
356,9780345504968,The Passage,Justin Cronin, Ballantine Books,"[u'June', u'8th', u'2010\n']",9780345504975,The Passage (Passage Trilogy Series #1),Justin Cronin,Random House Publishing Group,2011
357,9780345505330,Hotel on the Corner of Bitter and Sweet,Jamie Ford, Ballantine Books,"[u'January', u'27th', u'2009\n']",9780345505347,Hotel on the Corner of Bitter and Sweet,Jamie Ford,Random House Publishing Group,2009
358,9780345521309,The Paris Wife,Paula McLain, Ballantine Books,"[u'February', u'27th', u'2011\n']",9780345521316,The Paris Wife,Paula McLain,Random House Publishing Group,2012
359,9780345525543,The Language of Flowers,Vanessa Diffenbaugh, Ballantine Books,"[u'August', u'23rd', u'2011\n']",9780345525550,The Language of Flowers,Vanessa Diffenbaugh,Random House Publishing Group,2012
360,9780345537164,The Plague Forge,Jason M. Hough, Del Rey,"[u'September', u'24th', u'2013\n']",9780345537164,The Plague Forge: The Dire Earth Cycle: Three,Jason M. Hough,Random House Publishing Group,2013
361,9780373210084,"The Iron King (The Iron Fey, #1)",Julie Kagawa, Harlequin Teen,"[u'February', u'1st', u'2010\n']",9780373210084,The Iron King (Iron Fey Series #1),Julie Kagawa,Harlequin,2010
362,9780373210138,The Iron Daughter,Julie Kagawa, Harlequin Teen,"[u'August', u'1st', u'2010\n']",9780373210138,The Iron Daughter (Iron Fey Series #2),Julie Kagawa,Harlequin,2010
363,9780373210183,The Iron Queen,Julie Kagawa, Harlequin Teen,"[u'January', u'25th', u'2011\n']",9780373210084,The Iron King (Iron Fey Series #1),Julie Kagawa,Harlequin,2010
364,9780373210183,The Iron Queen,Julie Kagawa, Harlequin Teen,"[u'January', u'25th', u'2011\n']",9780373210183,The Iron Queen (Iron Fey Series #3),Julie Kagawa,Harlequin,2011
365,9780373210367,The Iron Knight,Julie Kagawa, Harlequin TEEN,"[u'October', u'26th', u'2011\n']",9780373210084,The Iron King (Iron Fey Series #1),Julie Kagawa,Harlequin,2010
366,9780373210497,Pushing the Limits,Katie McGarry, Harlequin Teen,"[u'July', u'31st', u'2012\n']",9780373210862,Pushing the Limits,Katie McGarry,Harlequin,2013
367,9780373211425,Nowhere But Here,Katie McGarry, Harlequin Teen,"[u'May', u'26th', u'2015\n']",9780373212095,Nowhere but Here (Thunder Road Series #1),Katie McGarry,Harlequin,2016
368,9780373621200,Solomon's Jar,Alex Archer, Gold Eagle,"[u'September', u'12th', u'2006\n']",9781552546055,Solomon's Jar (Rogue Angel Series #2),Alex Archer,Worldwide Library,2006
369,9780373621354,Eternal Journey,Alex Archer, Gold Eagle,"[u'March', u'10th', u'2009\n']",9781426830167,Eternal Journey (Rogue Angel Series #17),Alex Archer,Worldwide Library,2009
370,9780373778447,Burning Dawn,Gena Showalter, HQN Books,"[u'April', u'29th', u'2014\n']",9780373778447,Burning Dawn (Angels of the Dark Series #3),Gena Showalter,Harlequin,2014
371,9780373802494,Magic Study,Maria V. Snyder, Luna Books,"[u'October', u'1st', u'2006\n']",9780778327127,Magic Study,Maria V. Snyder,MIRA,2008
372,9780374104092,Annihilation,Jeff VanderMeer, FSG Originals,"[u'February', u'4th', u'2014\n']",9780374104092,Annihilation (Southern Reach Trilogy #1),Jeff VanderMeer,"Farrar, Straus and Giroux",2014
373,9780374202392,A Manual for Cleaning Women: Selected Stories,Lucia Berlin," Farrar, Straus and Giroux","[u'August', u'18th', u'2015\n']",9781250094735,A Manual for Cleaning Women: Selected Stories,Lucia Berlin,Picador,2016
374,9780374203054,The Marriage Plot,Jeffrey Eugenides," Farrar, Straus and Giroux","[u'October', u'11th', u'2011\n']",9781250014764,The Marriage Plot,Jeffrey Eugenides,Picador,2012
375,9780374214913,Mr. Penumbra's 24-Hour Bookstore,Robin Sloan," Farrar, Straus and Giroux","[u'October', u'2nd', u'2012\n']",9781250037756,Mr. Penumbra's 24-Hour Bookstore: A Novel,Robin Sloan,Picador,2013
376,9780374249397,The Rest Is Noise: Listening to the Twentieth Century,Alex  Ross," Farrar, Straus and Giroux","[u'October', u'16th', u'2007\n']",9780312427719,Rest Is Noise: Listening to the Twentieth Century,Alex Ross,Picador,2008
377,9780374271565,The Submission,Amy Waldman," Farrar, Straus and Giroux","[u'August', u'16th', u'2011\n']",9781250007575,The Submission,Amy Waldman,Picador,2012
378,9780374275631,"Thinking, Fast and Slow",Daniel Kahneman," Farrar, Straus and Giroux","[u'October', u'25th', u'2011\n']",9780374533557,"Thinking, Fast and Slow",Daniel Kahneman,"Farrar, Straus and Giroux",2013
379,9780374279127,Tree of Smoke,Denis Johnson," Farrar, Straus and Giroux","[u'September', u'4th', u'2007\n']",9780312427740,Tree of Smoke,Denis Johnson,Picador,2008
380,9780374280871,Hild,Nicola Griffith," Farrar, Straus and Giroux","[u'November', u'12th', u'2013\n']",9781250056092,Hild,Nicola Griffith,Picador,2014
381,9780374280963,The Uncommon Reader,Alan Bennett," Farrar, Straus and Giroux","[u'September', u'18th', u'2007\n']",9780312427641,The Uncommon Reader: A Novella,Alan Bennett,Picador,2008
382,9780374281144,Train Dreams,Denis Johnson," Farrar, Straus and Giroux","[u'August', u'30th', u'2011\n']",9781250007650,Train Dreams,Denis Johnson,Picador,2012
383,9780374292799,The World Is Flat: A Brief History of the Twenty-first Century,Thomas L. Friedman," Farrar, Straus and Giroux (NY)","[u'April', u'18th', u'2006\n']",9780312425074,The World Is Flat: A Brief History of the Twenty-First Century (Further Updated and Expanded),Thomas L. Friedman,Picador,2007
384,9780374299255,Lush Life,Richard Price," Farrar, Straus and Giroux","[u'March', u'4th', u'2008\n']",9780312428228,Lush Life,Richard Price,Picador,2009
385,9780374384685,The Winner's Curse,Marie Rutkoski, Farrar Straus Giroux,"[u'March', u'4th', u'2014\n']",9781250056979,The Winner's Curse (Winner's Trilogy Series #1),Marie Rutkoski,Square Fish,2015
386,9780374533571,The Silver Linings Playbook,Matthew Quick," Farrar, Straus and Giroux","[u'October', u'16th', u'2012\n']",9780374533571,The Silver Linings Playbook (movie tie-in edition),Matthew Quick,"Farrar, Straus and Giroux",2012
387,9780375414862,The Looming Tower: Al-Qaeda and the Road to 9/11,Lawrence Wright, Knopf,"[u'August', u'8th', u'2006\n']",9781400030842,The Looming Tower: Al-Qaeda and the Road to 9/11,Lawrence Wright,Knopf Doubleday Publishing Group,2007
388,9780375507250,Cloud Atlas,David Mitchell, Random House,"[u'August', u'17th', u'2004\n']",9780375507250,Cloud Atlas,David Mitchell,Random House Publishing Group,2004
389,9780375509322,Thirteen Moons,Charles Frazier, Random House,"[u'October', u'3rd', u'2006\n']",9780812967586,Thirteen Moons,Charles Frazier,Random House Publishing Group,2007
390,9780375703423,Family Matters,Rohinton Mistry, Vintage,"[u'November', u'18th', u'2003\n']",9780375703423,Family Matters,Rohinton Mistry,Knopf Doubleday Publishing Group,2003
391,9780375703874,The Autograph Man,Zadie Smith, Vintage,"[u'June', u'17th', u'2003\n']",9780375703874,The Autograph Man,Zadie Smith,Knopf Doubleday Publishing Group,2003
392,9780375713125,The Rotters' Club,Jonathan Coe, Vintage,"[u'February', u'4th', u'2003\n']",9780375713125,The Rotters' Club,Jonathan Coe,Knopf Doubleday Publishing Group,2003
393,9780375714573,Persepolis,Marjane Satrapi, Pantheon,"[u'June', u'1st', u'2004\n']",9780375714665,Persepolis 2: The Story of a Return,Marjane Satrapi,Knopf Doubleday Publishing Group,2005
394,9780375714573,Persepolis,Marjane Satrapi, Pantheon,"[u'June', u'1st', u'2004\n']",9780375714832,The Complete Persepolis,Marjane Satrapi,Knopf Doubleday Publishing Group,2007
395,9780375714665,Persepolis 2,Marjane Satrapi, Pantheon,"[u'August', u'2nd', u'2005\n']",9780375714665,Persepolis 2: The Story of a Return,Marjane Satrapi,Knopf Doubleday Publishing Group,2005
396,9780375714832,Persepolis,Marjane Satrapi, Pantheon,"[u'October', u'30th', u'2007\n']",9780375714665,Persepolis 2: The Story of a Return,Marjane Satrapi,Knopf Doubleday Publishing Group,2005
397,9780375714832,Persepolis,Marjane Satrapi, Pantheon,"[u'October', u'30th', u'2007\n']",9780375714832,The Complete Persepolis,Marjane Satrapi,Knopf Doubleday Publishing Group,2007
398,9780375724442,Ava's Man,Rick Bragg, Vintage,"[u'August', u'13th', u'2002\n']",9780375724442,Ava's Man,Rick Bragg,Knopf Doubleday Publishing Group,2002
399,9780375725760,Eventide,Kent Haruf, Vintage,"[u'May', u'3rd', u'2005\n']",9780375725760,Eventide,Kent Haruf,Knopf Doubleday Publishing Group,2005
400,9780375727276,Lunar Park,Bret Easton Ellis, Vintage,"[u'August', u'29th', u'2006\n']",9780375727276,Lunar Park,Bret Easton Ellis,Knopf Doubleday Publishing Group,2006
401,9780375727436,"Hateship, Friendship, Courtship, Loveship, Marriage",Alice Munro, Vintage,"[u'October', u'8th', u'2002\n']",9780375727436,"Hateship, Friendship, Courtship, Loveship, Marriage",Alice Munro,Knopf Doubleday Publishing Group,2002
402,9780375760396,The Botany of Desire: A Plant's-Eye View of the World,Michael Pollan, Random House Trade Paperbacks,"[u'May', u'28th', u'2002\n']",9780375760396,The Botany of Desire: A Plant's-Eye View of the World,Michael Pollan,Random House Publishing Group,2002
403,9780375760525,Paris 1919: Six Months that Changed the World,Margaret MacMillan, Random House Trade Paperbacks,"[u'September', u'9th', u'2003\n']",9780375760525,Paris 1919: Six Months That Changed the World,Margaret MacMillan,Random House Publishing Group,2003
404,9780375814709,Mastiff,Tamora Pierce, Random House,"[u'October', u'25th', u'2011\n']",9780375838187,Mastiff (Beka Cooper Series #3),Tamora Pierce,Random House Children's Books,2012
405,9780375828782,Trickster's Queen,Tamora Pierce, Random House,"[u'October', u'11th', u'2005\n']",9780375828782,Trickster's Queen (Trickster's Duet Series #2),Tamora Pierce,Random House Children's Books,2005
406,9780375831003,The Book Thief,Markus Zusak, Knopf Books for Young Readers,"[u'March', u'14th', u'2006\n']",9781101934180,The Book Thief (10th Anniversary Edition),Markus Zusak,Random House Children's Books,2016
407,9780375836046,"Toys Go Out: Being the Adventures of a Knowledgeable Stingray, a Toughy Little Buffalo, and Someone Called Plastic",Emily Jenkins, Schwartz & Wade,"[u'September', u'12th', u'2006\n']",9780385736619,"Toys Go Out: Being the Adventures of a Knowledgeable Stingray, a Toughy Little Buffalo, and Someone Called Plastic",Emily Jenkins,Random House Children's Books,2008
408,9780375856112,Inheritance,Christopher Paolini, Alfred A. Knopf,"[u'November', u'8th', u'2011\n']",9780375846311,Inheritance (Inheritance Cycle Series #4),Christopher Paolini,Random House Children's Books,2012
409,9780375913754,"Love, Stargirl",Jerry Spinelli, Knopf Books for Young Readers,"[u'August', u'14th', u'2007\n']",9780375856440,"Love, Stargirl",Jerry Spinelli,Random House Children's Books,2009
410,9780380731862,Shutter Island,Dennis Lehane, HarperTorch,"[u'April', u'27th', u'2004\n']",9780061898815,Shutter Island,Dennis Lehane,HarperCollins Publishers,2009
411,9780380810956,The Wolves in the Walls,Neil Gaiman, HarperCollins,[u'2003\n'],9780380810956,The Wolves in the Walls,Neil Gaiman,HarperCollins Publishers,2005
412,9780380817931,Olympos,Dan Simmons, Harper Voyager,"[u'July', u'25th', u'2006\n']",9780380817931,Olympos,Dan Simmons,HarperCollins Publishers,2006
413,9780385336697,The Hard Way,Lee Child, Delacorte Press,"[u'May', u'16th', u'2006\n']",9780440246008,The Hard Way (Jack Reacher Series #10),Lee Child,Random House Publishing Group,2009
414,9780385336703,Dreaming the Eagle,Manda Scott, Dell,"[u'May', u'27th', u'2003\n']",9780440334101,Boudica: Dreaming the Eagle,Manda Scott,Random House Publishing Group,2003
415,9780385337632,Crow Lake,Mary Lawson, Dial Press Trade Paperback,"[u'January', u'13th', u'2003\n']",9780385337632,Crow Lake,Mary Lawson,Random House Publishing Group,2003
416,9780385338103,The Book of Joe,Jonathan Tropper, Bantam,"[u'March', u'29th', u'2005\n']",9780385338103,The Book of Joe,Jonathan Tropper,Random House Publishing Group,2005
417,9780385340397,A Breath of Snow and Ashes,Diana Gabaldon, Delta,"[u'August', u'29th', u'2006\n']",9780440225805,A Breath of Snow and Ashes (Outlander Series #6),Diana Gabaldon,Random House Publishing Group,2008
418,9780385340564,Nothing to Lose,Lee Child, Delacorte Press,"[u'June', u'3rd', u'2008\n']",9780440243670,Nothing to Lose (Jack Reacher Series #12),Lee Child,Random House Publishing Group,2009
419,9780385340991,The Guernsey Literary and Potato Peel Pie Society,Mary Ann Shaffer, The Dial Press,"[u'July', u'29th', u'2008\n']",9780739368435,The Guernsey Literary and Potato Peel Pie Society,Mary Ann Shaffer,Penguin Random House Audio Publishing Group,2008
420,9780385341066,Mister Pip,Lloyd Jones, Dial Press,"[u'July', u'31st', u'2007\n']",9780385341073,Mister Pip,Lloyd Jones,Random House Publishing Group,2008
421,9780385341639,Faefever,Karen Marie Moning, Delacorte Press,"[u'September', u'16th', u'2008\n']",9780440244394,Faefever (Fever Series #3),Karen Marie Moning,Random House Publishing Group,2009
422,9780385341653,Dreamfever,Karen Marie Moning, Delacorte Press,"[u'August', u'18th', u'2009\n']",9780440244400,Dreamfever (Fever Series #4),Karen Marie Moning,Random House Publishing Group,2010
423,9780385341677,Shadowfever,Karen Marie Moning, Delacorte Press,"[u'January', u'18th', u'2011\n']",9780440244417,Shadowfever (Fever Series #5),Karen Marie Moning,Random House Publishing Group,2011
424,9780385342025,Twenties Girl,Sophie Kinsella, The Dial Press,"[u'July', u'21st', u'2009\n']",9780385342032,Twenties Girl,Sophie Kinsella,Random House Publishing Group,2010
425,9780385342063,I've Got Your Number,Sophie Kinsella, The Dial Press,"[u'February', u'14th', u'2012\n']",9780385342063,I've Got Your Number,Sophie Kinsella,Random House Publishing Group,2012
426,9780385343664,The Imperfectionists,Tom Rachman, The Dial Press,"[u'April', u'6th', u'2010\n']",9780385343671,The Imperfectionists,Tom Rachman,Random House Publishing Group,2011
427,9780385344227,Defending Jacob,William Landay, Delacorte Press,"[u'January', u'31st', u'2012\n']",9780345533661,Defending Jacob,William Landay,Random House Publishing Group,2013
428,9780385351232,Longbourn,Jo Baker, Knopf,"[u'October', u'8th', u'2013\n']",9780345806970,Longbourn,Jo Baker,Knopf Doubleday Publishing Group,2014
429,9780385351393,The Circle,Dave Eggers, Knopf,"[u'October', u'8th', u'2013\n']",9780345807298,The Circle,Dave Eggers,Knopf Doubleday Publishing Group,2014
430,9780385352857,The Narrow Road to the Deep North,Richard Flanagan, Knopf,"[u'August', u'12th', u'2014\n']",9780804171472,The Narrow Road to the Deep North,Richard Flanagan,Knopf Doubleday Publishing Group,2015
431,9780385495547,Sailing the Wine-Dark Sea: Why the Greeks Matter,Thomas Cahill, Anchor,"[u'July', u'27th', u'2004\n']",9780385495547,Sailing the Wine-Dark Sea: Why the Greeks Matter,Thomas Cahill,Knopf Doubleday Publishing Group,2004
432,9780385504225,The Lost Symbol,Dan Brown, Doubleday,"[u'September', u'15th', u'2009\n']",9781400079148,The Lost Symbol,Dan Brown,Knopf Doubleday Publishing Group,2010
433,9780385513531,The Lost City of Z: A Tale of Deadly Obsession in the Amazon,David Grann, Doubleday/Random House (NY),"[u'February', u'24th', u'2009\n']",9781400078455,The Lost City of Z: A Tale of Deadly Obsession in the Amazon,David Grann,Knopf Doubleday Publishing Group,2010
434,9780385514453,Legacy of Ashes: the History of the CIA,Tim Weiner, Doubleday,"[u'June', u'28th', u'2007\n']",9780307389008,Legacy of Ashes: The History of the CIA,Tim Weiner,Knopf Doubleday Publishing Group,2008
435,9780385515504,Deep Storm,Lincoln Child, Doubleday Books,"[u'March', u'15th', u'2007\n']",9780307946720,Deep Storm,Lincoln Child,Knopf Doubleday Publishing Group,2011
436,9780385517874,Rant: An Oral Biography of Buster Casey,Chuck Palahniuk, Doubleday Books,"[u'May', u'1st', u'2007\n']",9780307275837,Rant: An Oral Biography of Buster Casey,Chuck Palahniuk,Knopf Doubleday Publishing Group,2008
437,9780385520690,"Physics of the Impossible: A Scientific Exploration of the World of Phasers, Force Fields, Teleportation, and Time Travel",Michio Kaku, Doubleday,"[u'March', u'11th', u'2008\n']",9780307278821,"Physics of the Impossible: A Scientific Exploration into the World of Phasers, Force Fields, Teleportation, and Time Travel",Michio Kaku,Knopf Doubleday Publishing Group,2009
438,9780385521727,A Fraction of the Whole,Steve Toltz, Spiegel & Grau,"[u'February', u'12th', u'2008\n']",9780385525695,A Fraction of the Whole,Steve Toltz,Random House Publishing Group,2008
439,9780385525008,Playing For Pizza,John Grisham, Doubleday,"[u'September', u'4th', u'2007\n']",9780345532053,Playing for Pizza,John Grisham,Random House Publishing Group,2012
440,9780385526395,The Dark Side: The Inside Story of How The War on Terror Turned into a War on American Ideals,Jane Mayer, Doubleday,"[u'July', u'15th', u'2008\n']",9780307456298,The Dark Side: The Inside Story of How the War on Terror Turned into a War on American Ideals,Jane Mayer,Knopf Doubleday Publishing Group,2009
441,9780385527514,American Rust,Philipp Meyer, Spiegel & Grau,"[u'February', u'24th', u'2009\n']",9780385527521,American Rust,Philipp Meyer,Random House Publishing Group,2010
442,9780385528771,The Year of the Flood,Margaret Atwood, Doubleday Nan A. Talese,"[u'September', u'22nd', u'2009\n']",9780307455475,The Year of the Flood (MaddAddam Trilogy #2),Margaret Atwood,Knopf Doubleday Publishing Group,2010
443,9780385528788,MaddAddam,Margaret Atwood, Nan A. Talese,"[u'September', u'3rd', u'2013\n']",9780307455482,MaddAddam (MaddAddam Trilogy #3),Margaret Atwood,Knopf Doubleday Publishing Group,2014
444,9780385533805,The Silent Land,Graham Joyce, Doubleday,"[u'March', u'29th', u'2011\n']",9780307739827,The Silent Land,Graham Joyce,Knopf Doubleday Publishing Group,2012
445,9780385536189,Goodbye for Now,Laurie Frankel, Doubleday,"[u'August', u'7th', u'2012\n']",9780307951274,Goodbye for Now,Laurie Frankel,Knopf Doubleday Publishing Group,2013
446,9780385539258,A Little Life,Hanya Yanagihara, Doubleday,"[u'March', u'10th', u'2015\n']",9780804172707,A Little Life,Hanya Yanagihara,Knopf Doubleday Publishing Group,2016
447,9780385539708,The Children Act,Ian McEwan, Nan A. Talese,"[u'September', u'9th', u'2014\n']",9781101872871,The Children Act,Ian McEwan,Knopf Doubleday Publishing Group,2015
448,9780385608022,"Started Early, Took My Dog",Kate Atkinson, Doubleday & Co Inc.,"[u'November', u'19th', u'2010\n']",9780316066747,"Started Early, Took My Dog (Jackson Brodie Series #4)",Kate Atkinson,"Little, Brown and Company",2011
449,9780385613460,Before I Die,Jenny Downham, David Fickling Books,"[u'July', u'5th', u'2007\n']",9780385751834,Before I Die,Jenny Downham,Random House Children's Books,2009
450,9780385618717,A God in Ruins,Kate Atkinson, Doubleday,"[u'May', u'7th', u'2015\n']",9780316176507,A God in Ruins,Kate Atkinson,"Little, Brown and Company",2016
451,9780385720724,You Are Not a Stranger Here: Stories,Adam Haslett, Anchor,"[u'August', u'12th', u'2003\n']",9780385720724,You Are Not a Stranger Here,Adam Haslett,Knopf Doubleday Publishing Group,2003
452,9780385720922,Choke,Chuck Palahniuk, Anchor Books,"[u'June', u'2002\n']",9780385720922,Choke,Chuck Palahniuk,Knopf Doubleday Publishing Group,2002
453,9780385721424,Three Junes,Julia Glass, Anchor,"[u'April', u'22nd', u'2003\n']",9780385721424,Three Junes,Julia Glass,Knopf Doubleday Publishing Group,2003
454,9780385721790,Atonement,Ian McEwan, Anchor Books,"[u'February', u'25th', u'2003\n']",9780385721790,Atonement,Ian McEwan,Knopf Doubleday Publishing Group,2003
455,9780385729338,The Sisterhood of the Traveling Pants,Ann Brashares, Delacorte Press,"[u'September', u'11th', u'2001\n']",9780385730587,The Sisterhood of the Traveling Pants,Ann Brashares,Random House Children's Books,2003
456,9780385733137,Hattie Big Sky,Kirby Larson, Delacorte Books for Young Readers,"[u'September', u'26th', u'2006\n']",9780385735957,Hattie Big Sky,Kirby Larson,Random House Children's Books,2008
457,9780385733410,Rebel Angels,Libba Bray, Ember,"[u'December', u'26th', u'2006\n']",9780385733410,Rebel Angels (Gemma Doyle Trilogy #2),Libba Bray,Random House Children's Books,2006
458,9780385733571,The Alchemyst: The Secrets of The Immortal Nicholas Flamel,Michael Scott, Delacorte Press,"[u'May', u'22nd', u'2007\n']",9780385736008,The Alchemyst (The Secrets of the Immortal Nicholas Flamel #1),Michael Scott,Random House Children's Books,2008
459,9780385733571,The Alchemyst: The Secrets of The Immortal Nicholas Flamel,Michael Scott, Delacorte Press,"[u'May', u'22nd', u'2007\n']",9780385737289,The Magician (The Secrets of the Immortal Nicholas Flamel #2),Michael Scott,Random House Children's Books,2009
460,9780385733588,The Magician: The Secrets of The Immortal Nicholas Flamel,Michael Scott, Delacorte Press,"[u'June', u'24th', u'2008\n']",9780385736008,The Alchemyst (The Secrets of the Immortal Nicholas Flamel #1),Michael Scott,Random House Children's Books,2008
461,9780385733588,The Magician: The Secrets of The Immortal Nicholas Flamel,Michael Scott, Delacorte Press,"[u'June', u'24th', u'2008\n']",9780385737289,The Magician (The Secrets of the Immortal Nicholas Flamel #2),Michael Scott,Random House Children's Books,2009
462,9780385735292,"The Sorceress (The Secrets of The Immortal Nicholas Flamel, #3)",Michael Scott, Delacorte Press,"[u'May', u'26th', u'2009\n']",9780385736008,The Alchemyst (The Secrets of the Immortal Nicholas Flamel #1),Michael Scott,Random House Children's Books,2008
463,9780385735292,"The Sorceress (The Secrets of The Immortal Nicholas Flamel, #3)",Michael Scott, Delacorte Press,"[u'May', u'26th', u'2009\n']",9780385737289,The Magician (The Secrets of the Immortal Nicholas Flamel #2),Michael Scott,Random House Children's Books,2009
464,9780385735339,The Warlock - The Secrets of The Immortal Nicholas Flamel,Michael Scott, Delacorte Press,"[u'May', u'24th', u'2011\n']",9780385736008,The Alchemyst (The Secrets of the Immortal Nicholas Flamel #1),Michael Scott,Random House Children's Books,2008
465,9780385735339,The Warlock - The Secrets of The Immortal Nicholas Flamel,Michael Scott, Delacorte Press,"[u'May', u'24th', u'2011\n']",9780385737289,The Magician (The Secrets of the Immortal Nicholas Flamel #2),Michael Scott,Random House Children's Books,2009
466,9780385737425,When You Reach Me,Rebecca Stead, Wendy Lamb Books,"[u'July', u'14th', u'2009\n']",9780375850868,When You Reach Me,Rebecca Stead,Random House Children's Books,2010
467,9780385737944,The Maze Runner,James Dashner, Delacorte Press,"[u'October', u'6th', u'2009\n']",9780385737951,The Maze Runner (Maze Runner Series #1),James Dashner,Random House Children's Books,2010
468,9780385737944,The Maze Runner,James Dashner, Delacorte Press,"[u'October', u'6th', u'2009\n']",9780385738767,The Scorch Trials (Maze Runner Series #2),James Dashner,Random House Children's Books,2011
